mes,indice_pimpf,ipca,taxa_selic,taxa_cambio,ibcbr,tjlp,pib_mensal,preco_brent,desembolso,debitos,arrecadacao
2004-01-01 00:00:00,104.0,0.76,16.32,136.19,98.59,10.0,1735331.5,31.18,1107.0,7472665.21,24292254.98
2004-02-01 00:00:00,103.1,0.61,16.3,139.84,99.45,10.0,1746819.2,30.87,2559.0,15992826.63,20243261.18
2004-03-01 00:00:00,113.0,0.47,16.19,138.89,111.98,10.0,1765492.2,33.8,4302.0,14035100.35,21503893.13
2004-04-01 00:00:00,107.8,0.37,15.96,138.85,107.36,9.75,1781058.0,33.36,5474.0,26344116.48,27743614.22
2004-05-01 00:00:00,108.9,0.51,15.77,148.25,106.03,9.75,1800951.1,37.92,5976.0,16300643.64,27665574.88
2004-06-01 00:00:00,113.1,0.71,15.8,149.04,107.0,9.75,1828299.9,35.19,7338.0,14513334.14,28449577.71
2004-07-01 00:00:00,110.9,0.91,15.77,143.11,111.47,9.75,1853700.2,38.37,8251.0,28615256.55,32201565.39
2004-08-01 00:00:00,113.2,0.69,15.86,140.62,110.65,9.75,1878059.7,43.03,8887.0,15948970.28,34787089.96
2004-09-01 00:00:00,107.6,0.33,16.09,135.23,109.21,9.75,1894202.4,43.38,9562.0,17532215.81,37284767.93
2004-10-01 00:00:00,103.8,0.44,16.41,133.55,108.89,9.75,1909813.0,49.82,11099.0,29586026.28,41406878.18
2004-11-01 00:00:00,108.6,0.69,16.96,129.6,109.59,9.75,1933090.2,43.05,12842.0,18183252.34,36831649.97
2004-12-01 00:00:00,108.9,0.86,17.5,124.9,107.56,9.75,1957751.2,39.64,15526.0,18391567.4,45808399.7
2005-01-01 00:00:00,105.4,0.58,17.93,123.29,103.52,9.75,1976732.7,44.28,2089.0,36692674.95,43789355.3
2005-02-01 00:00:00,103.3,0.59,18.47,118.92,104.0,9.75,1994573.0,45.56,3051.0,18717839.03,28585072.7
2005-03-01 00:00:00,101.0,0.61,18.97,124.02,115.42,9.75,2012678.1,53.08,4797.0,15195023.26,26794290.27
2005-04-01 00:00:00,105.4,0.87,19.32,118.03,112.35,9.75,2032903.2,51.86,5966.0,30353643.53,35417908.18
2005-05-01 00:00:00,104.9,0.49,19.61,111.59,110.86,9.75,2050901.0,48.67,7363.0,21731658.41,35050371.68
2005-06-01 00:00:00,105.6,-0.02,19.75,109.88,111.5,9.75,2066440.6,54.31,10274.0,20923099.56,36853780.92
