mes,indice_pimpf,ipca,taxa_selic,taxa_cambio,ibcbr,tjlp,pib_mensal,preco_brent,desembolso,debitos,arrecadacao
200706,106.2,0.28,12.03,87.34,122.38,6.5,2575281.9,71.32,10614.0,18196427.47,44324413.89
200707,106.4,0.24,11.73,84.9,127.85,6.25,2602131.6,77.20,14002.0,22732986.39,47077183.1
200708,106.4,0.47,11.43,88.08,129.05,6.25,2627332.8,70.80,16539.0,5851838.66,32834386.32
200709,105.6,0.18,11.22,85.18,123.24,6.25,2649280.2,77.13,17718.0,7976510.42,35564437.24
200710,111.0,0.3,11.18,80.69,129.17,6.25,2676947.9,82.86,20108.0,746037.4,39663049.1
200711,107.0,0.38,11.18,79.47,125.88,6.25,2699162.1,92.53,22884.0,164650.51,36284193.68
200712,106.2,0.74,11.18,79.55,122.43,6.25,2720262.9,91.45,25395.0,132958.65,35672767.54
200801,109.0,0.54,11.18,78.99,121.86,6.25,2746380.0,91.92,2090.0,1268553.03,44911592.75
200802,110.3,0.49,11.18,76.77,121.91,6.25,2776356.3,94.82,4056.0,4229992.83,32844305.89
200803,101.2,0.48,11.18,76.16,128.99,6.25,2800891.8,103.28,7439.0,2564727.8,34572015.4
200804,109.8,0.55,11.37,75.37,129.48,6.25,2834556.8,110.19,11493.0,7544151.47,40825284.37
200805,102.3,0.79,11.63,74.14,128.92,6.25,2862955.9,123.94,13341.0,3145064.51,34732712.58
200806,106.6,0.74,12.09,72.47,130.59,6.25,2899758.4,133.05,15125.0,4207754.89,34167781.48
200807,108.7,0.53,12.36,71.24,136.53,6.25,2944030.0,133.87,16684.0,7973563.74,41217025.36
200808,101.5,0.28,12.92,71.69,133.87,6.25,2978255.1,113.85,19329.0,4109059.95,41749574.34
200809,109.1,0.26,13.39,79.7,132.6,6.25,3020522.3,99.06,22708.0,2999582.62,39113332.74
200810,100.2,0.45,13.66,94.83,132.8,6.25,3059105.4,72.84,26752.0,6759312.64,56550651.23
200811,93.8,0.36,13.64,96.67,124.58,6.25,3087863.3,53.24,30116.0,2257373.22,69611657.5
200812,85.9,0.28,13.66,100.79,118.9,6.25,3109803.1,41.58,35710.0,2331607.13,36281614.15
200901,83.1,0.48,13.32,97.09,115.2,6.25,3122486.9,44.86,1970.0,4755744.87,48318471.52
200902,83.7,0.55,12.66,97.26,115.26,6.25,3133825.9,43.24,4464.0,49986.89,29030617.47
200903,90.7,0.2,11.7,97.35,127.81,6.25,3153875.1,46.84,7713.0,96929.97,55886156.87
200904,85.7,0.48,11.11,92.59,123.09,6.25,3164637.8,50.85,9970.0,70313.02,40356458.94
200905,89.3,0.47,10.16,86.35,124.41,6.25,3178020.0,57.94,10976.0,181418.02,27936379.98
200906,89.2,0.36,9.54,82.43,125.61,6.25,3187927.6,68.62,15410.0,73973.89,28535546.26
200907,90.1,0.24,9.01,81.06,131.44,6.0,3195271.3,64.91,37157.0,71413.87,37692311.97
200908,93.4,0.15,8.65,77.45,130.7,6.0,3210275.9,72.50,40562.0,111166.03,31897180.07
200909,92.8,0.24,8.65,76.25,129.81,6.0,3228168.0,67.69,46883.0,47322.96,33431990.33
200910,97.7,0.28,8.65,72.7,132.48,6.0,3249541.6,73.19,50612.0,101925.3,44656108.67
200911,105.6,0.41,8.65,71.95,129.62,6.0,3283901.4,77.04,53930.0,64422.24,44516956.05
200912,118.9,0.37,8.65,72.56,129.23,6.0,3333039.4,74.67,60302.0,41685.91,42090231.77
201001,115.6,0.75,8.65,73.48,125.81,6.0,3372087.7,76.37,2048.0,153346.07,53791416.38
201002,116.7,0.78,8.65,75.46,127.61,6.0,3413806.6,74.31,5157.0,668223.61,36085016.88
201003,118.9,0.52,8.65,73.1,143.44,6.0,3463309.6,79.27,7589.0,191329.77,39569897.28
201004,116.5,0.57,8.72,71.62,136.87,6.0,3510858.7,84.98,10327.0,384258.98,48351521.19
201005,114.2,0.43,9.4,73.66,136.52,6.0,3558543.7,76.25,12944.0,164245.22,42623502.2
201006,111.3,0.0,9.94,73.32,136.09,6.0,3603877.0,74.84,18062.0,263762.43,39626515.97
201007,109.3,0.01,10.32,71.83,141.64,6.0,3650909.3,74.74,23354.0,450314.23,49331025.09
201008,108.4,0.04,10.66,71.49,141.55,6.0,3700894.1,76.69,33187.0,130475.94,41509080.07
201009,106.0,0.45,10.66,69.56,139.46,6.0,3748968.6,77.79,63744.0,186127.39,45155042.5
201010,101.6,0.75,10.66,67.71,139.33,6.0,3792038.4,82.92,68720.0,577264.0,56379548.53
201011,105.0,0.83,10.66,68.37,139.68,6.0,3843656.2,85.67,71989.0,172774.5,46828523.65
201012,102.2,0.63,10.66,67.27,136.69,6.0,3885847.0,91.80,77255.0,199150.2,50382764.83
201101,102.0,0.83,10.85,66.3,132.66,6.0,3930197.1,96.29,2559.0,971364.13,57912838.19
201102,107.4,0.8,11.17,65.83,136.18,6.0,3979575.6,103.96,4722.0,330104.58,39754399.15
201103,99.3,0.79,11.62,65.6,144.93,6.0,4015980.5,114.44,6950.0,1225667.92,43190259.47
201104,98.0,0.77,11.74,62.65,139.89,6.0,4058128.5,123.07,9631.0,1122869.79,56421077.03
201105,102.7,0.47,11.92,63.72,143.23,6.0,4108534.5,114.46,12717.0,375004.59,44426534.68
201106,100.1,0.15,12.1,62.51,141.75,6.0,4158548.0,113.76,17236.0,460272.25,52704681.0
201107,99.1,0.16,12.25,61.56,145.19,6.0,4199409.0,116.46,20467.0,1628162.21,73087911.66
201108,102.6,0.37,12.42,62.8,147.51,6.0,4242190.2,110.08,23296.0,374011.6,49109100.37
201109,99.1,0.53,11.91,68.38,142.3,6.0,4272947.9,110.88,26194.0,557589.61,53567835.9
201110,98.5,0.43,11.7,68.99,142.02,6.0,4306824.6,109.47,29458.0,2631008.53,72771085.77
201111,97.2,0.52,11.4,69.16,141.87,6.0,4340099.3,110.50,33994.0,467955.04,58403770.38
201112,98.9,0.5,10.9,70.55,139.23,6.0,4376382.0,107.91,40270.0,1263003.64,58807724.78
201201,95.0,0.56,10.7,68.65,133.34,6.0,4410803.2,111.16,1532.0,5475094.79,105748803.26
201202,93.4,0.45,10.4,65.85,135.35,6.0,4443538.2,119.70,3164.0,1504376.16,112148629.43
201203,95.2,0.21,9.82,69.24,146.35,6.0,4489323.3,124.93,6166.0,1552064.17,112546870.27
201204,94.6,0.64,9.35,71.17,139.85,6.0,4522649.4,120.46,9142.0,7247667.6,98946522.16
201205,95.1,0.36,8.87,75.78,144.56,6.0,4557310.8,110.52,11096.0,2106456.54,89296798.81
201206,95.2,0.08,8.39,78.16,142.28,6.0,4585734.8,95.59,14526.0,1668632.34,94576081.51
201207,98.5,0.43,8.07,76.97,147.46,5.5,4627786.4,103.14,22036.0,7241908.91,97806016.22
201208,101.1,0.41,7.85,77.11,149.91,5.5,4671512.3,113.34,27445.0,2587695.32,96732062.37
201209,99.2,0.57,7.39,76.99,141.6,5.5,4703853.4,113.38,32324.0,2733366.01,100532707.7
201210,105.4,0.59,7.23,76.56,147.71,5.5,4748418.4,111.97,36340.0,8957019.27,141041434.74
201211,101.4,0.6,7.14,77.08,144.15,5.5,4782961.9,109.71,40124.0,3527681.09,108713498.07
201212,95.5,0.79,7.16,76.71,139.52,5.5,4814760.0,109.68,45861.0,3028740.57,107292556.55
201301,107.1,0.86,7.11,74.58,139.32,5.0,4861597.0,112.97,3230.0,11154383.74,127993679.36
201302,98.9,0.6,7.12,72.56,136.14,5.0,4892861.3,116.52,6571.0,12225961.92,102832823.78
201303,98.9,0.47,7.15,72.85,148.01,5.0,4926899.9,109.24,13238.0,6998158.35,113149627.84
201304,111.8,0.55,7.26,73.03,149.79,5.0,4983754.8,102.88,19594.0,11147181.14,116941334.57
201305,103.9,0.37,7.42,74.12,147.03,5.0,5022338.3,103.03,25008.0,6789007.49,162522362.77
201306,104.4,0.26,7.9,79.09,144.87,5.0,5066354.6,103.11,28247.0,7528666.15,150160704.73
201307,104.2,0.03,8.23,81.99,152.13,5.0,5110552.6,107.72,32351.0,15122375.3,142162258.16
201308,100.8,0.24,8.45,85.16,151.81,5.0,5144047.9,110.96,35517.0,7627969.17,131806349.95
201309,104.2,0.35,8.9,82.36,147.27,5.0,5190039.7,111.62,39357.0,10172593.67,140049751.72
201310,101.3,0.57,9.25,78.74,151.9,5.0,5235156.6,109.48,42961.0,25825415.94,160213117.05
201311,101.1,0.54,9.45,82.02,147.79,5.0,5278966.6,108.08,46929.0,12369349.77,147689309.96
201312,97.8,0.92,9.9,83.0,145.77,5.0,5331619.0,110.67,53960.0,11685197.23,164688183.08
201401,97.5,0.55,10.17,84.08,142.72,5.0,5377591.2,107.42,4209.0,52755883.42,197621516.17
201402,105.2,0.69,10.43,83.92,143.53,5.0,5434593.9,108.81,8329.0,77827048.05,150858110.75
201403,98.5,0.92,10.65,81.69,149.03,5.0,5475984.5,107.40,12178.0,94902317.99,150149768.3
201404,93.0,0.67,10.87,78.18,147.69,5.0,5512855.6,107.79,14905.0,160182221.15,164555521.65
201405,95.7,0.46,10.9,77.65,147.14,5.0,5553873.9,109.68,16954.0,92259104.09,159925979.21
201406,92.0,0.4,10.9,78.0,140.88,5.0,5575724.7,111.87,21399.0,90698616.7,165142772.05
201407,95.5,0.01,10.9,77.55,149.85,5.0,5606410.4,106.98,24967.0,172802087.01,186476290.52
201408,93.3,0.25,10.9,78.74,148.27,5.0,5638067.9,101.92,29701.0,93682932.79,172091931.39
201409,97.0,0.57,10.9,80.59,148.12,5.0,5683716.3,97.34,34069.0,106458312.71,203783766.01
201410,95.8,0.42,10.92,84.01,149.7,5.0,5717959.2,87.27,38413.0,231301766.23,235874611.36
201411,92.7,0.51,11.15,86.53,144.92,5.0,5747684.8,78.44,41858.0,124634893.46,252112046.41
201412,95.5,0.78,11.58,88.49,145.48,5.0,5778953.0,62.33,47038.0,134577972.82,225733402.59
201501,93.0,1.24,11.82,86.79,138.99,5.5,5799553.9,48.07,2508.0,253562882.91,246882264.96
201502,88.1,1.22,12.15,92.12,136.71,5.5,5810506.3,57.93,5244.0,132213184.01,216813660.18
201503,95.3,1.32,12.58,101.87,149.73,5.5,5849644.2,55.79,9349.0,137054698.52,207689954.45
201504,90.1,0.71,12.68,98.41,142.52,6.0,5866862.7,59.39,11736.0,271459232.89,244705886.79
201505,89.4,0.74,13.15,98.51,139.95,6.0,5877527.9,64.56,15051.0,130524263.34,211782265.2
201506,95.9,0.79,13.58,99.8,138.72,6.0,5907304.8,62.34,18662.0,127209195.14,203225982.74
201507,89.8,0.62,13.69,102.73,143.37,6.5,5928051.8,55.87,21507.0,256935371.76,267863488.8
201508,90.2,0.22,14.15,111.61,140.95,6.5,5943509.3,46.99,23542.0,154679873.37,239040484.63
201509,87.6,0.54,14.15,123.05,138.24,6.5,5953405.9,47.24,26021.0,161281477.47,232369637.16
201510,87.7,0.82,14.15,121.12,140.26,7.0,5967927.5,48.12,28293.0,330342921.23,273743054.68
201511,87.4,1.01,14.15,116.78,136.04,7.0,5982474.2,44.42,30679.0,170004857.37,256976522.9
201512,87.9,0.96,14.15,118.15,136.46,7.0,5995787.0,37.72,35153.0,171577487.1,248622605.88
201601,87.1,1.27,14.15,122.0,128.47,7.5,6004331.1,30.80,1497.0,409517104.65,319497604.13
201602,90.8,0.9,14.15,118.66,130.94,7.5,6029181.0,33.20,3517.0,153583052.77,217588412.33
201603,89.4,0.43,14.15,110.79,140.53,7.5,6039342.0,39.07,5392.0,168768039.53,240317424.5
201604,94.8,0.61,14.15,106.51,136.12,7.5,6055648.1,42.25,6598.0,382060026.35,282088250.27
201605,93.3,0.78,14.15,105.4,133.71,7.5,6077838.0,47.13,8494.0,188522127.56,243772533.51
201606,95.9,0.35,14.15,101.9,135.45,7.5,6118352.6,48.48,11080.0,189662042.62,248010347.22
201607,94.3,0.52,14.15,96.81,136.77,7.5,6139828.7,45.07,14541.0,402942157.79,296701648.51
201608,96.3,0.44,14.15,94.53,138.24,7.5,6172089.6,46.14,18455.0,211768225.11,276066189.02
201609,96.9,0.08,14.15,96.05,134.02,7.5,6187312.5,46.19,20731.0,243883831.32,305736168.08
201610,92.9,0.26,14.05,93.89,132.87,7.5,6195569.8,49.73,23028.0,515950165.67,385672203.5
201611,98.0,0.18,13.9,98.08,132.52,7.5,6223883.6,46.44,24761.0,277120730.05,339346292.33
201612,98.9,0.3,13.65,98.17,133.56,7.5,6269328.0,54.07,28609.0,295018813.42,362283674.0
201701,100.4,0.38,13.17,93.8,128.57,7.5,6307572.4,54.89,933.0,586931059.11,431881425.7
201702,99.0,0.33,12.82,91.06,129.56,7.5,6330178.2,55.49,1902.0,259025541.33,309745238.17
201703,101.1,0.25,12.15,91.61,142.05,7.5,6355071.7,51.97,3117.0,301838574.68,359309606.1
201704,94.0,0.14,11.59,92.0,133.75,7.0,6370149.2,52.98,4490.0,579022641.18,403028092.58
201705,104.4,0.31,11.15,93.92,135.95,7.0,6405200.4,50.87,5842.0,311242831.8,365726389.37
201706,100.1,-0.23,10.15,96.75,135.05,7.0,6427016.5,46.89,6944.0,286119146.27,351262549.77
201707,102.7,0.24,10.01,93.85,138.39,7.0,6453349.7,48.69,8730.0,590958955.15,416317861.24
201708,104.2,0.19,9.15,92.34,140.15,7.0,6477661.3,51.37,9885.0,293281102.91,367414155.9
201709,102.6,0.16,8.35,92.17,134.92,7.0,6498400.9,55.16,10711.0,347356964.15,417811515.32
201710,106.0,0.42,8.01,93.37,136.0,7.0,6527183.0,57.62,11551.0,689842799.03,475924621.39
201711,105.3,0.28,7.4,95.19,135.08,7.0,6557222.9,62.57,12646.0,357979714.56,428928333.77
201712,106.4,0.44,7.0,95.65,135.85,7.0,6585479.0,64.21,14364.0,384918567.3,448720974.46
201801,106.6,0.29,6.9,93.61,132.0,6.75,6622546.3,68.99,400.0,762687425.99,555788513.49
201802,103.0,0.32,6.72,94.63,129.86,6.75,6648384.4,65.42,893.0,347618647.83,416339455.93
201803,101.5,0.09,6.58,95.8,141.64,6.75,6680377.0,66.45,1668.0,368774266.04,425015116.64
201804,110.7,0.22,6.4,99.67,139.05,6.6,6731468.2,71.63,2549.0,785216007.23,513614498.64
201805,92.6,0.4,6.4,106.3,132.28,6.6,6744687.9,76.65,3602.0,417587260.82,466608268.82
201806,103.4,1.26,6.4,109.18,137.03,6.6,6782893.4,75.19,5012.0,359761144.76,430620673.22
201807,104.4,0.33,6.4,110.53,140.99,6.56,6823795.3,74.44,5737.0,857635895.88,610007612.07
201808,101.8,-0.09,6.4,113.51,143.37,6.56,6866846.9,73.13,6844.0,421286257.77,510479237.33
201809,97.4,0.48,6.4,118.52,135.81,6.56,6902659.2,78.86,7955.0,455951514.86,553605823.66
201810,100.4,0.45,6.4,108.21,139.77,6.98,6951627.5,80.47,9358.0,971468711.61,669167642.6
201811,98.4,-0.21,6.4,108.44,137.6,6.98,6985193.7,65.17,10571.0,527713237.12,617403462.1
201812,94.8,0.15,6.4,110.85,136.33,6.98,7004141.0,56.46,12125.0,478230597.54,594876701.14
201901,97.5,0.32,6.4,106.78,133.42,7.03,7028052.3,59.27,1022.0,1177638110.08,773379905.09
201902,104.0,0.43,6.4,106.09,133.77,7.03,7069480.8,64.13,2043.0,477134286.94,544258926.12
201903,95.0,0.75,6.4,109.22,138.98,7.03,7088907.0,66.41,2574.0,504395397.67,548374532.96
201904,99.1,0.57,6.4,110.81,139.48,6.26,7121226.2,71.20,3053.0,1034127537.2,683004155.55
201905,111.7,0.13,6.4,113.78,139.25,6.26,7176451.3,70.53,3746.0,475896273.99,573755397.24
201906,95.5,0.01,6.4,109.82,135.0,6.26,7189820.6,63.30,4755.0,527857254.22,591425277.92
201907,98.4,0.19,6.4,107.51,142.94,5.95,7231391.3,64.00,5264.0,1067749694.86,717824453.96
201908,97.9,0.11,5.9,114.23,141.78,5.95,7259724.1,59.25,5751.0,500183191.67,602150929.98
201909,101.7,-0.04,5.71,117.25,138.26,5.95,7305486.4,62.33,6270.0,558331121.25,633603850.86
201910,102.5,0.1,5.38,116.42,142.8,5.57,7343681.6,59.37,6678.0,1252880668.12,819883443.38
201911,99.4,0.51,4.9,117.74,138.83,5.57,7374387.3,62.74,7202.0,617387235.91,710205723.43
201912,100.6,1.15,4.59,114.94,137.5,5.57,7407023.6,65.85,8737.0,614025973.77,774324714.9
202001,101.5,0.21,4.4,116.16,133.6,5.09,7435826.2,63.60,257.0,1343629460.5,926574164.08
202002,99.6,0.25,4.19,121.84,134.65,5.09,7463826.9,55.00,792.0,512055522.37,702515362.1
202003,95.7,0.07,3.95,136.52,136.7,5.09,7485253.1,32.98,1294.0,530128512.9,604036030.46
202004,68.2,-0.31,3.65,147.97,119.15,4.94,7422874.5,23.34,2254.0,816894730.92,527509095.2
202005,76.2,-0.38,3.01,157.5,119.78,4.94,7365193.7,31.02,3078.0,198260872.45,404742742.74
202006,90.3,0.26,2.58,145.32,126.15,4.94,7359646.6,39.93,4283.0,234914572.93,457917364.36
202007,96.8,0.36,2.15,148.27,135.85,4.91,7349280.0,42.81,4883.0,1097844959.18,793495676.58
202008,97.5,0.24,1.94,153.47,135.52,4.91,7348772.7,44.26,7081.0,849281442.3,930799285.23
202009,104.9,0.64,1.9,150.84,137.1,4.91,7367379.0,41.09,7525.0,629786824.66,822561676.9
202010,101.2,0.86,1.9,155.93,139.73,4.55,7386165.6,40.47,8319.0,1646160692.79,1162875678.61
202011,104.1,0.89,1.9,149.31,138.11,4.55,7417829.9,43.23,9338.0,2484741114.9,1103910007.24
202012,110.2,1.35,1.9,139.66,139.41,4.55,7447858.3,49.87,12673.0,769744737.79,1085701582.48
